date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:53:52	78112/78112	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:53:51%20GMT	https://theme.madsparrow.me/most/list-style/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/list-style/index.html	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:53:53	109216/109216	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263ee0826-1aaa0%22	https://theme.madsparrow.me/most/wp-content/themes/most/assets/js/vendor/plyr.js?ver=1.3.3	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/themes/most/assets/js/vendor/plyr3ba1.js	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:53:53	19308/19308	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263ee0826-4b6c%22	https://theme.madsparrow.me/most/wp-content/themes/most/assets/js/vendor/jquery.justifiedGallery.min.js?ver=1.3.3	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/themes/most/assets/js/vendor/jquery.justifiedGallery.min3ba1.js	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:53:53	19433/19433	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263ee0825-4be9%22	https://theme.madsparrow.me/most/wp-content/themes/most/assets/js/vendor/fslightbox.js?ver=1.3.3	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/themes/most/assets/js/vendor/fslightbox3ba1.js	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:53:53	71016/71016	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263ee0825-11568%22	https://theme.madsparrow.me/most/wp-content/themes/most/assets/js/vendor/gsap.min.js?ver=1.3.3	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/themes/most/assets/js/vendor/gsap.min3ba1.js	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:53:54	72688/72688	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:53:52%20GMT	https://theme.madsparrow.me/most/grid-standard/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/grid-standard/index.html	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:53:54	40114/40114	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263ee0826-9cb2%22	https://theme.madsparrow.me/most/wp-content/themes/most/assets/js/vendor/scrolltrigger.js?ver=1.3.3	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/themes/most/assets/js/vendor/scrolltrigger3ba1.js	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:53:54	61709/61709	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266275f4f-f10d%22	https://theme.madsparrow.me/most/wp-content/themes/most/assets/js/app.js?ver=1.3.3	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/themes/most/assets/js/app3ba1.js	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:53:54	4997/4997	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266677366-1385%22	https://theme.madsparrow.me/most/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.21.8	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/plugins/elementor/assets/js/webpack.runtime.min3cad.js	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:53:54	63275/63275	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266677366-f72b%22	https://theme.madsparrow.me/most/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.21.8	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/plugins/elementor/assets/js/frontend-modules.min3cad.js	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:53:54	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266677366-2fa6%22	https://theme.madsparrow.me/most/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:53:55	72576/72576	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:53:53%20GMT	https://theme.madsparrow.me/most/grid-style-1/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/grid-style-1/index.html	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:53:55	21464/21464	---MCZ	200	added ('OK')	application/javascript	etag:W/%22669713df-53d8%22	https://theme.madsparrow.me/most/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-includes/js/jquery/ui/core.minb37e.js	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:53:57	39972/39972	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266677366-9c24%22	https://theme.madsparrow.me/most/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.21.8	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/wp-content/plugins/elementor/assets/js/frontend.min3cad.js	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:53:57	70969/70969	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:53:55%20GMT	https://theme.madsparrow.me/most/grid-style-2/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/grid-style-2/index.html	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:53:58	73694/73694	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:53:55%20GMT	https://theme.madsparrow.me/most/grid-masonry/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/grid-masonry/index.html	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:53:58	106215/106215	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:53:55%20GMT	https://theme.madsparrow.me/most/about-us/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/about-us/index.html	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:53:59	93547/93547	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:53:56%20GMT	https://theme.madsparrow.me/most/team/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/team/index.html	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:54:00	87180/87180	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:53:58%20GMT	https://theme.madsparrow.me/most/image-gallery/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/image-gallery/index.html	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:54:01	77070/77070	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:53:59%20GMT	https://theme.madsparrow.me/most/services/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/services/index.html	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:54:01	69256/69256	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:53:59%20GMT	https://theme.madsparrow.me/most/contact/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/contact/index.html	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:54:02	80028/80028	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:53:59%20GMT	https://theme.madsparrow.me/most/shop/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/shop/index.html	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
08:54:02	79498/79498	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2014:54:00%20GMT	https://theme.madsparrow.me/most/product/run-max-88/	C:/Users/k/Downloads/Juego/theme.madsparrow.me/most/product/run-max-88/index.html	(from https://theme.madsparrow.me/most/?storefront=envato-elements)
